"effective_date","state","region","ado","city","county","facility_name","ownership","use","location_id","site_number","arp_latitude","arp_longitude","cert_type_date"
2018-07-19,"IN","AGL","CHI","HAMMOND","LAKE","FRANCISCAN HEALTH HAMMOND","PR","PR","7IN4","05335.82*H","41-36-51.1400N","087-31-26.7400W",NA
2018-07-19,"IN","AGL","CHI","HANOVER","JEFFERSON","LEE BOTTOM","PR","PU","64I","05337.*A","38-37-53.1900N","085-26-36.3100W",NA
2018-07-19,"IN","AGL","CHI","HARLAN","DE KALB","HOOK FIELD","PR","PR","IN18","05338.1*A","41-16-28.1800N","084-48-17.8570W",NA
2018-07-19,"IN","AGL","CHI","HARTFORD CITY","BLACKFORD","HICKORY HILLS","PR","PR","II67","05339.3*A","40-25-40.0600N","085-22-24.4600W",NA
2018-07-19,"IN","AGL","CHI","HARTFORD CITY","BLACKFORD","INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL","PR","PR","4IN0","05339.11*H","40-28-01.3300N","085-22-23.0700W",NA
2018-07-19,"IN","AGL","CHI","HARTFORD CITY","BLACKFORD","SMITH FIELD","PR","PR","9IN0","05339.12*A","40-27-13.2900N","085-17-19.8700W",NA
2018-07-19,"IN","AGL","CHI","HARTSVILLE","BARTHOLOMEW","WILLIAMS FLYING FIELD","PR","PR","24IN","05347.21*A","39-14-11.0000N","085-41-35.0000W",NA
2018-07-19,"IN","AGL","CHI","HOAGLAND","ADAMS","HOLT FIELD","PR","PR","8II5","05352.*A","40-53-58.1710N","084-59-59.8840W",NA
2018-07-19,"IN","AGL","CHI","HOBART","LAKE","HOBART SKY RANCH","PR","PU","3HO","05353.*A","41-33-15.1320N","087-15-45.1290W",NA
2018-07-19,"IN","AGL","CHI","HOBART","LAKE","JOHNSONS STRAWBERRY FARM","PR","PR","9IN3","05353.02*A","41-33-25.0000N","087-13-35.0000W",NA
2018-07-19,"IN","AGL","CHI","HOBART","LAKE","ST MARY MEDICAL CENTER","PR","PR","00IN","05353.01*H","41-30-41.0000N","087-15-38.0000W",NA
2018-07-19,"IN","AGL","CHI","HOLTON","RIPLEY","FRANCIS","PR","PR","9II8","05354.4*A","39-05-10.0000N","085-22-16.0000W",NA
2018-07-19,"IN","AGL","CHI","HOMER","RUSH","WEBSTER","PR","PR","1II0","05354.8*A","39-34-36.1690N","085-35-15.9060W",NA
2018-07-19,"IN","AGL","CHI","HOWE","LAGRANGE","REID-EASH","PR","PR","25IN","05355.3*A","41-42-10.1820N","085-25-09.9280W",NA
2018-07-19,"IN","AGL","CHI","HUNTINGBURG","DUBOIS","HUNTINGBURG","PU","PU","HNB","05362.*A","38-14-56.5000N","086-57-13.3000W",NA
2018-07-19,"IN","AGL","CHI","HUNTINGTON","HUNTINGTON","BOWLIN","PR","PR","IN85","05365.01*A","40-50-14.1630N","085-29-00.9100W",NA
2018-07-19,"IN","AGL","CHI","HUNTINGTON","HUNTINGTON","HUNTINGTON MUNI","PU","PU","HHG","05365.*A","40-51-10.5000N","085-27-25.4000W",NA
2018-07-19,"IN","AGL","CHI","HUNTINGTON","HUNTINGTON","PARKVIEW HUNTINGTON HOSPITAL","PR","PR","80IN","05365.16*H","40-54-20.5000N","085-29-24.2000W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","123 ARCOM","MR","PR","48IN","05372.12*H","39-51-32.1430N","085-59-53.9370W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","ALLISON PLANT 3","PR","PR","8II8","05371.01*H","39-46-45.1560N","086-14-44.9610W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","ALLSION PLANT 5","PR","PR","8II6","05371.02*H","39-44-00.1580N","086-12-16.9560W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","CHANNEL 13","PR","PR","II48","05370.15*H","39-46-55.3100N","086-09-31.4000W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","EAGLE CREEK AIRPARK","PU","PU","EYE","05370.3*A","39-49-50.5827N","086-17-39.7887W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","ESKENAZI HOSPITAL","PR","PR","60IN","05370.13*H","39-46-41.0000N","086-11-03.0000W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","LAWRENCE","FORT BENJAMIN HARRISON HOSPITAL","MR","PR","27II","05370.01*H","39-51-54.1420N","085-59-51.9380W",NA
2018-07-19,"IN","AGL","DET","INDIANAPOLIS","MARION","FRANCISCAN HEALTH INDIANAPOLIS","PR","PR","9IN1","05370.24*H","39-38-50.6200N","086-04-48.1500W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","HENDRICKS","HENDRICKS COUNTY-GORDON GRAHAM FLD","PU","PU","2R2","05370.9*A","39-44-48.4000N","086-28-30.6000W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","INDIANAPOLIS DOWNTOWN","PU","PU","8A4","05370.8*H","39-45-57.1550N","086-08-55.9500W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","BOONE","INDIANAPOLIS EXECUTIVE","PU","PU","TYQ","05370.7*A","40-01-50.4000N","086-15-05.2000W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","INDIANAPOLIS INTL","PU","PU","IND","05375.*A","39-43-02.3000N","086-17-40.7000W","I D S 05/1973"
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","HAMILTON","INDIANAPOLIS METROPOLITAN","PU","PU","UMP","05370.4*A","39-56-07.4345N","086-02-42.2438W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","HANCOCK","INDIANAPOLIS RGNL","PU","PU","MQJ","05370.5*A","39-50-35.3000N","085-53-51.8000W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","JOHNSON","INDY SOUTH GREENWOOD","PU","PU","HFY","05370.*A","39-37-39.4000N","086-05-16.9000W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","IWC","PR","PR","IG01","05370.03*H","39-47-01.1500N","087-11-00.9600W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","J W RILEY HOSPITAL FOR CHILDREN","PR","PR","23IN","05370.22*H","39-46-40.7000N","086-10-49.4500W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","METHODIST HOSPITAL HELISTOP","PR","PR","IN06","05372.1*H","39-47-19.5900N","086-09-42.3400W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","METHODIST HOSPITAL NR 2","PR","PR","54IN","05372.11*H","39-47-19.7000N","086-09-42.3200W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","METHODIST HOSPITAL OF IN INC","PR","PR","81II","05370.09*H","39-47-21.7800N","086-09-44.9100W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","POST-AIR","PR","PU","7L8","05370.6*A","39-45-00.1540N","086-00-49.9360W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","ROLLS-ROYCE PLANT 8","PR","PR","8II7","05371.03*H","39-44-28.1580N","086-12-34.9560W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","SOUTHPORT","PR","PR","6II5","05370.08*H","39-40-05.1630N","086-05-41.9460W",NA
2018-07-19,"IN","AGL","CHI","INDIANAPOLIS","MARION","ST VINCENT INDIANAPOLIS HOSPITAL","PR","PR","27IN","05370.25*H","39-54-28.6400N","086-11-36.4500W",NA
2018-07-19,"IN","AGL","CHI","JAMESTOWN","BOONE","HOOD FIELD","PR","PR","IN25","05381.01*A","39-59-53.0000N","086-34-38.0000W",NA
2018-07-19,"IN","AGL","CHI","JAMESTOWN","BOONE","REIMER AERODROME","PR","PR","57II","05381.*A","39-57-51.1550N","086-34-03.0090W",NA
2018-07-19,"IN","AGL","CHI","JASONVILLE","GREENE","SHAKAMAK","PR","PR","IN08","05384.1*A","39-10-10.1520N","087-11-25.0490W",NA
2018-07-19,"IN","AGL","CHI","JASPER","DUBOIS","MEMORIAL HOSPITAL AT JASPER","PR","PR","77IN","05386.*H","38-23-38.0000N","086-56-27.0000W",NA
2018-07-19,"IN","AGL","CHI","JEFFERSONVILLE","CLARK","CLARK RGNL","PU","PU","JVY","05388.11*A","38-21-55.5000N","085-44-17.5000W",NA
2018-07-19,"IN","AGL","CHI","KENDALLVILLE","NOBLE","KENDALLVILLE MUNI","PU","PU","C62","05398.*A","41-28-21.7790N","085-15-38.9100W",NA
2018-07-19,"IN","AGL","CHI","KENDALLVILLE","NOBLE","PARKVIEW NOBLE HOSPITAL","PR","PR","8IN6","05398.02*H","41-26-51.9900N","085-17-44.4100W",NA
2018-07-19,"IN","AGL","CHI","KENTLAND","NEWTON","KENTLAND MUNI","PU","PU","50I","05398.8*A","40-45-31.4724N","087-25-44.8511W",NA
2018-07-19,"IN","AGL","CHI","KEWANNA","FULTON","FRIEDRICH","PR","PR","II15","05399.82*A","40-59-37.1490N","086-20-30.0060W",NA
2018-07-19,"IN","AGL","CHI","KEWANNA","FULTON","PLUMMER","PR","PR","IN10","05399.81*A","40-58-33.1480N","086-25-12.0120W",NA
2018-07-19,"IN","AGL","CHI","KNOX","STARKE","I U HEALTH STARKE HOSPITAL","PU","PR","II44","05406.04*H","41-17-13.0900N","086-37-20.8400W",NA
2018-07-19,"IN","AGL","CHI","KNOX","STARKE","SINGLETON'S LANDING STRIP","PR","PR","IN87","05406.02*A","41-21-05.1520N","086-37-35.0530W",NA
2018-07-19,"IN","AGL","CHI","KNOX","STARKE","STARKE COUNTY","PU","PU","OXI","05406.1*A","41-19-48.7000N","086-39-53.3000W",NA
2018-07-19,"IN","AGL","CHI","KNOX","STARKE","WHEELER","PR","PR","IG05","05406.*A","41-11-23.1480N","086-36-25.0410W",NA
2018-07-19,"IN","AGL","CHI","KOKOMO","HOWARD","GLENNDALE","PR","PU","8I3","05409.4*A","40-26-00.1350N","086-12-11.9780W",NA
2018-07-19,"IN","AGL","CHI","KOKOMO","HOWARD","HARTMAN FARMS FIELD","PR","PR","53IN","05409.3*A","40-31-17.1370N","086-12-53.9810W",NA
2018-07-19,"IN","AGL","CHI","KOKOMO","HOWARD","INDIAN HILLS FLYING FIELD","PR","PR","2II0","05409.5*A","40-25-02.8200N","086-09-09.0000W",NA
2018-07-19,"IN","AGL","CHI","KOKOMO","HOWARD","KOKOMO MUNI","PU","PU","OKK","05410.*A","40-31-39.6000N","086-03-35.1000W",NA
2018-07-19,"IN","AGL","CHI","KOKOMO","HOWARD","REGIONAL HEALTH SYSTEM","PR","PR","II56","05409.2*H","40-26-50.1180N","086-07-32.3975W",NA
2018-07-19,"IN","AGL","CHI","KOKOMO","HOWARD","ST VINCENT KOKOMO","PR","PR","II88","05409.6*H","40-29-04.0000N","086-09-28.0000W",NA
2018-07-19,"IN","AGL","CHI","LA CROSSE","LA PORTE","LOU ABBETT FARMS","PR","PR","II18","05411.*A","41-20-08.1440N","086-55-43.0840W",NA
2018-07-19,"IN","AGL","CHI","LA FONTAINE","GRANT","FOX STATION","PR","PR","78II","05415.*A","40-38-10.1490N","085-41-16.9250W",NA
2018-07-19,"IN","AGL","CHI","LA PORTE","LA PORTE","LA PORTE HOSPITAL","PR","PR","7IN5","05424.05*H","41-36-37.8200N","086-43-32.3500W",NA
2018-07-19,"IN","AGL","CHI","LA PORTE","LA PORTE","LA PORTE MUNI","PU","PU","PPO","05424.*A","41-34-20.9000N","086-44-04.2990W",NA
2018-07-19,"IN","AGL","CHI","LACONIA","HARRISON","CEDAR FARM","PR","PR","28II","05410.7*A","37-58-28.7570N","086-03-22.3780W",NA
2018-07-19,"IN","AGL","CHI","LAFAYETTE","TIPPECANOE","FINDLAY","PR","PR","15II","05413.*H","40-20-20.0000N","086-56-27.0000W",NA
2018-07-19,"IN","AGL","CHI","LAFAYETTE","TIPPECANOE","FRANCISCAN HEALTH LAFAYETTE EAST","PR","PR","76IN","05412.05*H","40-23-39.0000N","086-50-05.0000W",NA
2018-07-19,"IN","AGL","CHI","LAFAYETTE","TIPPECANOE","INDIANA UNIVERSITY HEALTH ARNETT","PR","PR","8IN1","05412.04*H","40-24-01.8800N","086-48-28.3900W",NA
2018-07-19,"IN","AGL","CHI","LAFAYETTE","TIPPECANOE","PURDUE UNIVERSITY","PU","PU","LAF","05412.*A","40-24-44.3000N","086-56-12.8000W","IV A U 11/1972"
2018-07-19,"IN","AGL","CHI","LAFAYETTE","TIPPECANOE","RATCLIFF","PR","PR","IG02","05414.1*A","40-16-23.0000N","086-54-27.0000W",NA
2018-07-19,"IN","AGL","CHI","LAFAYETTE","TIPPECANOE","TIMBER HOUSE","PR","PR","31IN","05412.01*A","40-17-06.1310N","086-51-23.0250W",NA
2018-07-19,"IN","AGL","CHI","LAFAYETTE","TIPPECANOE","WOLFELT","PR","PR","IG06","05412.02*H","40-29-17.0000N","086-51-07.0000W",NA
2018-07-19,"IN","AGL","CHI","LAFAYETTE","TIPPECANOE","WYANDOTTE","PR","PR","6IN3","05412.03*A","40-20-57.0000N","086-45-50.0000W",NA
2018-07-19,"IN","AGL","CHI","LAGRANGE","LAGRANGE","PARKVIEW LAGRANGE HOSPITAL","PR","PR","08II","05417.1*H","41-38-42.2700N","085-25-35.0600W",NA
2018-07-19,"IN","AGL","CHI","LAGRANGE","LAGRANGE","YODER FIELD","PR","PR","5IN0","05417.03*A","41-41-09.0000N","085-22-26.0000W",NA
2018-07-19,"IN","AGL","NONE","LAKE VILLAGE","NEWTON","BLACKHAWK","PR","PR","IN39","05418.02*A","41-08-30.0000N","087-23-39.0000W",NA
2018-07-19,"IN","AGL","CHI","LAKE VILLAGE","NEWTON","LAKE VILLAGE","PR","PU","C98","05418.*A","41-09-00.1240N","087-27-45.1180W",NA
2018-07-19,"IN","AGL","CHI","LAMAR","SPENCER","FOERTSCH","PR","PR","II49","05419.*A","38-02-13.1920N","086-54-39.9750W",NA
2018-07-19,"IN","AGL","CHI","LANESVILLE","HARRISON","GREENRIDGE RLA","PR","PR","IN14","05420.2*A","38-14-20.2450N","086-01-09.8860W",NA
2018-07-19,"IN","AGL","CHI","LAOTTO","NOBLE","RIES","PR","PR","76II","05421.*A","41-16-35.1740N","085-16-15.9110W",NA
2018-07-19,"IN","AGL","CHI","LAPAZ","MARSHALL","SHERK FIELD","PR","PR","II38","05423.*A","41-25-35.1640N","086-18-59.0240W",NA
2018-07-19,"IN","AGL","CHI","LAWRENCEBURG","DEARBORN","DEARBORN COUNTY HOSPITAL","PR","PR","IN94","05428.01*H","39-06-39.7800N","084-53-03.0200W",NA
2018-07-19,"IN","AGL","CHI","LEBANON","BOONE","BOONE COUNTY","PR","PU","6I4","05431.1*A","40-00-26.1490N","086-26-25.9990W",NA
2018-07-19,"IN","AGL","CHI","LENA","PARKE","REINOEHL FIELD","PR","PR","49II","05432.*A","39-36-35.1560N","087-00-55.0460W",NA
2018-07-19,"IN","AGL","CHI","LEO","ALLEN","STETTLER STRIP","PR","PR","II28","05432.4*A","41-12-38.0000N","085-03-49.0000W",NA
2018-07-19,"IN","AGL","CHI","LEWISVILLE","MORGAN","SHEARER","PR","PR","1IN1","05433.51*A","39-29-18.1680N","086-39-11.0100W",NA
2018-07-19,"IN","AGL","CHI","LIBERTY","UNION","NORRIS FIELD","PR","PR","8II2","05433.81*A","39-39-11.0000N","084-51-58.0000W",NA
2018-07-19,"IN","AGL","CHI","LIGONIER","NOBLE","HULL","PR","PR","II51","05434.6*A","41-29-05.1770N","085-35-34.9460W",NA
2018-07-19,"IN","AGL","CHI","LIGONIER","ELKHART","ZOLLINGER STRIP","PR","PR","II21","05434.51*A","41-28-31.1760N","085-41-40.9570W",NA
2018-07-19,"IN","AGL","CHI","LINTON","GREENE","GREENE COUNTY GENERAL HOSPITAL","PR","PR","IN17","05442.11*H","39-02-24.4800N","087-07-46.7400W",NA
2018-07-19,"IN","AGL","CHI","LINTON","GREENE","MORRISON FLIGHT PARK","PR","PR","0IN6","05442.12*U","39-01-18.2000N","087-11-13.4000W",NA
2018-07-19,"IN","AGL","CHI","LITTLE YORK","WASHINGTON","LITTLE YORK","PR","PR","63IN","05442.61*A","38-41-45.0000N","085-55-09.0000W",NA
2018-07-19,"IN","AGL","CHI","LIVONIA","WASHINGTON","MYERS FARM","PR","PR","7IN6","05442.74*A","38-34-55.0000N","086-15-13.0000W",NA
2018-07-19,"IN","AGL","CHI","LIZTON","HENDRICKS","BERGS","PR","PR","6II7","05442.81*A","39-53-10.1590N","086-34-53.0070W",NA
2018-07-19,"IN","AGL","CHI","LIZTON","HENDRICKS","HAFFNER","PR","PR","II52","05442.8*A","39-52-39.1590N","086-31-40.0020W",NA
2018-07-19,"IN","AGL","CHI","LOGANSPORT","CASS","LOGANSPORT/CASS COUNTY","PU","PU","GGP","05444.1*A","40-42-40.6000N","086-22-21.7000W",NA
2018-07-19,"IN","AGL","CHI","LOGANSPORT","CASS","MEMORIAL HOSPITAL","PR","PR","IN96","05444.11*H","40-45-49.0030N","086-21-40.1290W",NA
2018-07-19,"IN","AGL","CHI","LOWELL","LAKE","LOWELL","PR","PU","C97","05447.1*A","41-13-48.5000N","087-30-27.7000W",NA
2018-07-19,"IN","AGL","CHI","LOWELL","LAKE","SUTTON'S FIELD","PR","PR","0II8","05447.2*A","41-19-29.1260N","087-28-33.1290W",NA
2018-07-19,"IN","AGL","CHI","LOWELL","LAKE","WIETBROCK","PR","PR","IN90","05447.*A","41-15-35.1260N","087-28-53.1250W",NA
2018-07-19,"IN","AGL","CHI","LYNNVILLE","WARRICK","SOLAR NR 1","PR","PR","69IN","05449.1*H","38-13-33.1750N","087-16-11.0270W",NA
2018-07-19,"IN","AGL","CHI","LYONS","GREENE","BENHAM","PR","PR","73IN","05449.9*A","38-58-36.0000N","087-01-21.0000W",NA
2018-07-19,"IN","AGL","CHI","MADISON","JEFFERSON","GILTNER","PR","PR","II54","05453.*A","38-48-57.2080N","085-26-46.8560W",NA
2018-07-19,"IN","AGL","CHI","MADISON","JEFFERSON","MADISON MUNI","PU","PU","IMS","05453.1*A","38-45-35.7000N","085-27-52.9000W",NA
2018-07-19,"IN","AGL","CHI","MAPLES","ALLEN","VALHALLA","PR","PR","IN91","05459.5*A","41-00-07.0000N","084-59-39.0000W",NA
2018-07-19,"IN","AGL","CHI","MARION","WELLS","LEE FARMS","PR","PR","1IN9","05460.12*A","40-35-41.0000N","085-25-28.0000W",NA
2018-07-19,"IN","AGL","CHI","MARION","GRANT","MARION MUNI","PU","PU","MZZ","05460.*A","40-29-23.7000N","085-40-47.2000W",NA
2018-07-19,"IN","AGL","CHI","MARKLEVILLE","HANCOCK","SUGAR CREEK AIR PARK","PR","PR","II13","05463.*A","39-55-13.0000N","085-35-55.0000W",NA
2018-07-19,"IN","AGL","CHI","MARTINSVILLE","MORGAN","JUNGCLAUS","PR","PR","IN20","05469.18*A","39-27-13.1730N","086-16-48.9670W",NA
2018-07-19,"IN","AGL","NONE","MARTINSVILLE","MORGAN","MATTINGLY FIELD","PR","PR","IN58","05469.13*A","39-30-04.8050N","086-15-46.5250W",NA
2018-07-19,"IN","AGL","CHI","MARTINSVILLE","MORGAN","MC DANIEL'S FIELD","PR","PR","90IN","05469.2*A","39-24-32.1700N","086-26-38.9820W",NA
2018-07-19,"IN","AGL","CHI","MARTINSVILLE","MORGAN","MILHON","PR","PR","89IN","05469.19*A","39-30-25.1710N","086-23-22.9770W",NA
2018-07-19,"IN","AGL","CHI","MARTINSVILLE","MORGAN","MORGAN HOSPITAL","PR","PR","IN84","05469.09*H","39-25-30.1900N","086-24-16.6100W",NA
2018-07-19,"IN","AGL","CHI","MARTINSVILLE","MORGAN","TWELVE OAKS","PR","PR","II87","05469.17*A","39-27-05.1720N","086-19-41.9710W",NA
2018-07-19,"IN","AGL","CHI","MEDARYVILLE","JASPER","ANTONIAN","PR","PR","II22","05469.71*A","41-06-07.1410N","086-55-56.0720W",NA
2018-07-19,"IN","AGL","CHI","MEDARYVILLE","PULASKI","TATERTOWN","PR","PR","2IN3","05469.73*A","41-05-05.1410N","086-55-27.0700W",NA
2018-07-19,"IN","AGL","CHI","MENTONE","KOSCIUSKO","HELI-BELL MUSEUM","PR","PR","2IG5","05470.01*H","41-10-18.0000N","086-02-34.0000W",NA
2018-07-19,"IN","AGL","CHI","MENTONE","KOSCIUSKO","MENTONE","PR","PU","C92","05470.*A","41-09-00.1560N","086-03-44.9880W",NA
2018-07-19,"IN","AGL","CHI","MEROM","SULLIVAN","MANN","PR","PR","47IN","05470.4*A","38-59-18.1540N","087-31-05.0790W",NA
2018-07-19,"IN","AGL","CHI","MERRIAM","NOBLE","SHAFFER","PR","PR","9II0","05470.44*A","41-16-57.1700N","085-26-18.9260W",NA
2018-07-19,"IN","AGL","CHI","MERRILLVILLE","LAKE","KIRK","PR","PR","43II","05470.52*H","41-27-08.1310N","087-19-08.1270W",NA
2018-07-19,"IN","AGL","CHI","MERRILLVILLE","LAKE","NIPSCO SOUTHLAKE COMPLEX","PR","PR","II57","05470.51*H","41-27-48.1310N","087-19-25.1280W",NA
2018-07-19,"IN","AGL","CHI","MICHIGAN CITY","LA PORTE","FRANCISCAN HEALTH MICHIGAN CITY","PR","PR","IN24","05472.31*H","41-42-21.1410N","086-54-04.1070W",NA
2018-07-19,"IN","AGL","CHI","MICHIGAN CITY","LA PORTE","MICHIGAN CITY MUNI-PHILLIPS FIELD","PU","PU","MGC","05472.*A","41-42-11.9410N","086-49-16.4700W",NA
2018-07-19,"IN","AGL","CHI","MILAN","RIPLEY","BUELL","PR","PR","II03","05477.31*A","39-11-55.0000N","085-08-11.0000W",NA
2018-07-19,"IN","AGL","CHI","MILAN","RIPLEY","LEWIS AIRFIELD","PR","PR","70IN","05477.3*A","39-10-54.1920N","085-09-04.8520W",NA
2018-07-19,"IN","AGL","CHI","MILFORD","KOSCIUSKO","H R WEISSER","PR","PR","92IN","05477.4*A","41-25-24.1710N","085-50-50.9740W",NA
2018-07-19,"IN","AGL","CHI","MISHAWAKA","ST JOSEPH","NELUND FIELD","PR","PR","9II2","05482.1*A","41-41-15.1740N","086-09-18.0160W",NA
2018-07-19,"IN","AGL","CHI","MISHAWAKA","ST JOSEPH","ST JOSEPH'S REGIONAL MED CNTR EDISON LAKES","PR","PR","5IN2","05482.01*H","41-42-23.9000N","086-10-33.0600W",NA
2018-07-19,"IN","AGL","CHI","MONROVIA","MORGAN","PEGASUS FARMS AIRFIELD","PR","PR","6IN6","05495.01*A","39-32-56.0000N","086-28-36.0000W",NA
2018-07-19,"IN","AGL","CHI","MONTICELLO","WHITE","WHITE COUNTY","PU","PU","MCX","05496.1*A","40-42-36.7000N","086-46-00.5000W",NA
2018-07-19,"IN","AGL","CHI","MONTMORENCI","TIPPECANOE","SUTTON","PR","PR","IN00","05496.9*A","40-32-43.1260N","087-03-08.0510W",NA
2018-07-19,"IN","AGL","CHI","MOORELAND","HENRY","STARKEY'S","PR","PR","IN21","05499.*A","40-02-35.1660N","085-15-37.8790W",NA
2018-07-19,"IN","AGL","CHI","MOORES HILL","DEARBORN","JOSEPHS FIELD","PR","PR","IG07","05499.3*A","39-03-25.0000N","085-02-08.0000W",NA
2018-07-19,"IN","AGL","CHI","MOORESVILLE","MORGAN","BERLING","PR","PR","IN22","05499.51*H","39-36-13.1670N","086-26-29.9830W",NA
2018-07-19,"IN","AGL","CHI","MOORESVILLE","MORGAN","HOPKINS","PR","PR","5II4","05499.53*H","39-35-22.1680N","086-23-25.9770W",NA
2018-07-19,"IN","AGL","CHI","MORGANTOWN","MORGAN","DONICA FIELD","PR","PR","IN99","05501.01*A","39-24-24.1720N","086-18-19.9690W",NA
2018-07-19,"IN","AGL","CHI","MORGANTOWN","MORGAN","ZUPANCIC FIELD","PR","PR","9IN7","05501.02*A","39-21-17.0000N","086-18-25.0000W",NA
2018-07-19,"IN","AGL","CHI","MOUNT VERNON","POSEY","CULLEY ACRES","PR","PR","3IN9","05504.03*A","38-01-45.5500N","087-59-07.7100W",NA
2018-07-19,"IN","AGL","CHI","MOUNT VERNON","POSEY","DAVIS FIELD","PR","PR","03II","05504.3*U","37-57-43.1530N","087-46-44.0820W",NA
2018-07-19,"IN","AGL","CHI","MOUNT VERNON","POSEY","HILAKOS","PR","PR","II84","05504.11*A","37-55-55.1500N","087-46-17.0800W",NA
2018-07-19,"IN","AGL","CHI","MOUNT VERNON","POSEY","LEWIS","PR","PR","22II","05504.*A","37-55-01.1520N","087-45-40.0770W",NA
2018-07-19,"IN","AGL","CHI","MOUNT VERNON","POSEY","PARRISH","PR","PR","0IN9","05504.01*A","37-59-35.1620N","087-57-05.1040W",NA
2018-07-19,"IN","AGL","CHI","MOUNT VERNON","POSEY","POSEY PATCH","PR","PR","59II","05504.4*U","37-54-14.1530N","087-47-25.0810W",NA
2018-07-19,"IN","AGL","CHI","MOUNT VERNON","POSEY","SCHROEDER PRIVATE","PR","PR","7II3","05504.2*A","38-00-12.1520N","087-45-23.0810W",NA
2018-07-19,"IN","AGL","CHI","MOUNT VERNON","POSEY","ZELLER ELEV CO","PR","PR","IN23","05504.02*A","37-54-30.1520N","087-45-30.0770W",NA
2018-07-19,"IN","AGL","CHI","MUNCIE","DELAWARE","BALL MEMORIAL HOSPITAL","PR","PR","IN74","05511.13*H","40-11-53.1000N","085-25-01.1100W",NA
2018-07-19,"IN","AGL","CHI","MUNCIE","DELAWARE","CARROLL'S AIRPARK","PR","PR","IN56","05511.15*A","40-07-37.0000N","085-25-55.0000W",NA
2018-07-19,"IN","AGL","CHI","MUNCIE","DELAWARE","DELAWARE COUNTY RGNL","PU","PU","MIE","05511.*A","40-14-32.9000N","085-23-44.7000W","IV A U 11/1974"
2018-07-19,"IN","AGL","CHI","MUNCIE","DELAWARE","DIAMOND P FIELD","PR","PR","02IN","05511.2*A","40-12-32.0000N","085-32-27.0000W",NA
2018-07-19,"IN","AGL","CHI","MUNCIE","DELAWARE","REESE","PR","PU","7I2","05511.1*A","40-09-15.1590N","085-18-59.8900W",NA
2018-07-19,"IN","AGL","CHI","MUNSTER","LAKE","COMMUNITY HOSPITAL","PR","PR","IN28","05514.01*H","41-32-58.4900N","087-30-24.1700W",NA
2018-07-19,"IN","AGL","NONE","MUNSTER","LAKE","FRANCISCAN HAELTH MUNSTER","PR","PR","IN40","05514.2*H","41-32-18.0000N","087-30-52.0000W",NA
2018-07-19,"IN","AGL","CHI","NAPPANEE","ELKHART","NAPPANEE MUNI","PU","PU","C03","05517.*A","41-26-46.1650N","085-56-09.7650W",NA
2018-07-19,"IN","AGL","CHI","NEW ALBANY","FLOYD","PROFESSIONAL ARTS BUILDING","PR","PR","41IN","05521.*H","38-18-01.0000N","085-50-09.0000W",NA
2018-07-19,"IN","AGL","CHI","NEW CARLISLE","ST JOSEPH","HUSTONS","PR","PR","IN93","05525.*A","41-42-43.1650N","086-25-58.0520W",NA
2018-07-19,"IN","AGL","CHI","NEW CASTLE","HENRY","HENRY COUNTY HOSPITAL","PR","PR","19II","05527.01*H","39-56-35.1660N","085-21-52.8900W",NA
2018-07-19,"IN","AGL","CHI","NEW CASTLE","HENRY","NEW CASTLE-HENRY CO MUNI","PU","PU","UWL","05526.1*A","39-52-36.2000N","085-19-31.0000W",NA
2018-07-19,"IN","AGL","CHI","NEW HARMONY","POSEY","BUGTOWN","PR","PR","15IN","05529.*A","38-09-02.0000N","087-50-25.0000W",NA
2018-07-19,"IN","AGL","CHI","NEW HAVEN","ALLEN","CASAD INDUSTRIAL PARK","PU","PR","56IN","05530.01*A","41-04-45.1750N","084-56-33.8770W",NA
